id,url,title,subtitle,first_paragraph
157338,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157339,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157340,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157341,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157342,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157343,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157348,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157365,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157365,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157366,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157366,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157370,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157370,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157370,https://www.makorrishon.co.il/news/793158/,חלש אופי ונטול כריזמה: מיהו מחליפו הרשמי של נסראללה,"חיזבאללה הודיע כי נעים קאסם הוא המזכ""ל החדש של ארגון הטרור בלבנון | העיתונאי וחוקר המזרח התיכון ד""ר אדי כהן מסביר: ""נסראללה היה נערץ, אף אחד לא מעריץ את קאסם - הוא בכלל איש דת, לא איש שטח""","""חיסלנו אלפי מחבלים, כולל את נסראללה עצמו, את היורש של נסראללה, ואת היורש של היורש של נסראללה"", אמר ראש הממשלה בנימין נתניהו בסרטון שהפך ויראלי כשהודיע על חיסולו הרשמי של האשם ספי א-דין, מי שסומן כיורש של מנהיג חיזבאללה חסן נסראללה. כך, כיסאו של מזכ""ל חיזבאללה, נותר ריק במשך כמעט חודש: ככל הנראה, אף אחד לא רצה להיות הבא בתור ברשימת החיסולים של צה""ל. אף אחד, עד הבוקר (ג'), כאשר ארגון הטרור בלבנון הודיע כי נעים קאסם מונה למזכ""ל."
157371,https://www.makorrishon.co.il/news/825236/,"החמקנים הגיעו: האם ארה""ב מתכוננת לתקיפה באיראן?","לווייני צילום זיהו מפציצי B-2, מטוסי תדלוק וכלי טיס תומכים נוספים שנחתו בבסיס דייגו גרסיה, מרחק טיסה מאיראן – רמז להיערכות מבצעית רחבת היקף של ארה""ב","האתר ,TWZ, מדווח היום (ה') על הצטברות משמעותית של מפציצים חמקנים מסוג B-2 Spirit והגעת כלי טיס תומכים רבים לבסיס האמריקני דייגו גרסיה שבאוקיינוס ההודי. האתר מעלה את האפשרות כי הגעת המפציצים עשויה להעיד על היערכות אמריקנית לפעולה צבאית רחבת היקף, ככל הנראה על רקע המתיחות הגוברת מול איראן. על פי מידע שפורסם, לוויינים זיהו לפחות שלושה מטוסי B-2, שבעה מטוסי תדלוק מדגם KC-135, מטוס תובלה C-17 ומטוס סיור ימי מסוג P-8A שהגיעו לבסיס האמריקני האסטרטגי."
157371,https://www.makorrishon.co.il/news/823386/,"תקיפה ישראלית, הסכם או קריסת המשטר: התרחישים לפצצה האיראנית","המשטר האיראני קרוב מאוד לפצצה גרעינית, אך נראה שממשל טראמפ מנסה בינתיים לדבוק באסטרטגיית המו""מ. מה צריך לקרות כדי שזה ישתנה, אילו אפשרויות עומדות בפני ישראל, ומה הסיכוי להביא לנפילת המשטר באיראן? | כתבה שנייה בסדרה","אחת השאלות המעניינות בעניין הגרעין האיראני היא מדוע צריך עלי ח'מינאי, מנהיגה העליון של איראן, את כאב הראש הזה. הלחץ המדיני, הכלכלי ואפילו הצבאי עליו עצום, וכך גם המחירים שארצו משלמת על הבחירה בנתיב הזה. הרי ח'מינאי הוא האיש שמחליט הכול באיראן, והוא גם זה שכתב ההלכה שפרסם אוסר על בניית נשק גרעיני. איך מסבירים את הסתירה הזאת, את ההשקעה העצומה למרות האיסור ההלכתי והמחירים הכבדים, ודווקא בזמן שבו המטבע האיראני רושם שפל נוסף של כל הזמנים ונסחר ברמה של מיליון ריאל לדולר אחד?"
157372,https://www.makorrishon.co.il/news/825236/,"החמקנים הגיעו: האם ארה""ב מתכוננת לתקיפה באיראן?","לווייני צילום זיהו מפציצי B-2, מטוסי תדלוק וכלי טיס תומכים נוספים שנחתו בבסיס דייגו גרסיה, מרחק טיסה מאיראן – רמז להיערכות מבצעית רחבת היקף של ארה""ב","האתר ,TWZ, מדווח היום (ה') על הצטברות משמעותית של מפציצים חמקנים מסוג B-2 Spirit והגעת כלי טיס תומכים רבים לבסיס האמריקני דייגו גרסיה שבאוקיינוס ההודי. האתר מעלה את האפשרות כי הגעת המפציצים עשויה להעיד על היערכות אמריקנית לפעולה צבאית רחבת היקף, ככל הנראה על רקע המתיחות הגוברת מול איראן. על פי מידע שפורסם, לוויינים זיהו לפחות שלושה מטוסי B-2, שבעה מטוסי תדלוק מדגם KC-135, מטוס תובלה C-17 ומטוס סיור ימי מסוג P-8A שהגיעו לבסיס האמריקני האסטרטגי."
157372,https://www.makorrishon.co.il/news/823386/,"תקיפה ישראלית, הסכם או קריסת המשטר: התרחישים לפצצה האיראנית","המשטר האיראני קרוב מאוד לפצצה גרעינית, אך נראה שממשל טראמפ מנסה בינתיים לדבוק באסטרטגיית המו""מ. מה צריך לקרות כדי שזה ישתנה, אילו אפשרויות עומדות בפני ישראל, ומה הסיכוי להביא לנפילת המשטר באיראן? | כתבה שנייה בסדרה","אחת השאלות המעניינות בעניין הגרעין האיראני היא מדוע צריך עלי ח'מינאי, מנהיגה העליון של איראן, את כאב הראש הזה. הלחץ המדיני, הכלכלי ואפילו הצבאי עליו עצום, וכך גם המחירים שארצו משלמת על הבחירה בנתיב הזה. הרי ח'מינאי הוא האיש שמחליט הכול באיראן, והוא גם זה שכתב ההלכה שפרסם אוסר על בניית נשק גרעיני. איך מסבירים את הסתירה הזאת, את ההשקעה העצומה למרות האיסור ההלכתי והמחירים הכבדים, ודווקא בזמן שבו המטבע האיראני רושם שפל נוסף של כל הזמנים ונסחר ברמה של מיליון ריאל לדולר אחד?"
157379,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157379,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157379,https://www.makorrishon.co.il/news/793158/,חלש אופי ונטול כריזמה: מיהו מחליפו הרשמי של נסראללה,"חיזבאללה הודיע כי נעים קאסם הוא המזכ""ל החדש של ארגון הטרור בלבנון | העיתונאי וחוקר המזרח התיכון ד""ר אדי כהן מסביר: ""נסראללה היה נערץ, אף אחד לא מעריץ את קאסם - הוא בכלל איש דת, לא איש שטח""","""חיסלנו אלפי מחבלים, כולל את נסראללה עצמו, את היורש של נסראללה, ואת היורש של היורש של נסראללה"", אמר ראש הממשלה בנימין נתניהו בסרטון שהפך ויראלי כשהודיע על חיסולו הרשמי של האשם ספי א-דין, מי שסומן כיורש של מנהיג חיזבאללה חסן נסראללה. כך, כיסאו של מזכ""ל חיזבאללה, נותר ריק במשך כמעט חודש: ככל הנראה, אף אחד לא רצה להיות הבא בתור ברשימת החיסולים של צה""ל. אף אחד, עד הבוקר (ג'), כאשר ארגון הטרור בלבנון הודיע כי נעים קאסם מונה למזכ""ל."
157391,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157391,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157391,https://www.makorrishon.co.il/news/793158/,חלש אופי ונטול כריזמה: מיהו מחליפו הרשמי של נסראללה,"חיזבאללה הודיע כי נעים קאסם הוא המזכ""ל החדש של ארגון הטרור בלבנון | העיתונאי וחוקר המזרח התיכון ד""ר אדי כהן מסביר: ""נסראללה היה נערץ, אף אחד לא מעריץ את קאסם - הוא בכלל איש דת, לא איש שטח""","""חיסלנו אלפי מחבלים, כולל את נסראללה עצמו, את היורש של נסראללה, ואת היורש של היורש של נסראללה"", אמר ראש הממשלה בנימין נתניהו בסרטון שהפך ויראלי כשהודיע על חיסולו הרשמי של האשם ספי א-דין, מי שסומן כיורש של מנהיג חיזבאללה חסן נסראללה. כך, כיסאו של מזכ""ל חיזבאללה, נותר ריק במשך כמעט חודש: ככל הנראה, אף אחד לא רצה להיות הבא בתור ברשימת החיסולים של צה""ל. אף אחד, עד הבוקר (ג'), כאשר ארגון הטרור בלבנון הודיע כי נעים קאסם מונה למזכ""ל."
157408,https://www.makorrishon.co.il/news/787683/,כוננות גבוהה בכל הארץ לאחר חיסול נסראללה,"צה""ל אישר לפני הצהריים רשמית כי מנהיג חיזבאללה חוסל בתקיפה עוצמתית של חיל האוויר. הירי לצפון גבר במשך היום, ואחר הצהריים ירו החות'ים טיל לעבר אזור המרכז - שיורט | פיקוד העורף בהנחיות חדשות","מתיחות גבוהה וכוננות מוגברת בכל רחבי הארץ לאחר חיסולו של מנהיג ארגון הטרור חיזבאללה, חסן נסראללה, אתמול אחר הצהריים בדאחייה של ביירות."
157408,https://www.makorrishon.co.il/international/827225/,"שליחת ארה""ב: חיזבאללה צריך להתפרק מנשקו – באחריות צבא לבנון","סגנית השליח למזרח התיכון בראיון לשדרן לבנוני: ""ברור שישראל לא הולכת לקבל מצב שבו יורים עליה טרוריסטים לתוך המדינה שלהם, וזו עמדה שאנחנו מבינים"". את הלחצים, כך היא מספרת, היא מפעילה רק על ממשלת לבנון","סגנית השליח האמריקני למזרח התיכון, מורגן אורטאגוס, אמרה בראיון ששודר ביום ראשון כי חיזבאללה וקבוצות חמושות אחרות צריכות להתפרק מנשקן ""בהקדם האפשרי"" וכי מצופה מהכוחות הלבנוניים לבצע את העבודה."
157408,https://www.makorrishon.co.il/news/793158/,חלש אופי ונטול כריזמה: מיהו מחליפו הרשמי של נסראללה,"חיזבאללה הודיע כי נעים קאסם הוא המזכ""ל החדש של ארגון הטרור בלבנון | העיתונאי וחוקר המזרח התיכון ד""ר אדי כהן מסביר: ""נסראללה היה נערץ, אף אחד לא מעריץ את קאסם - הוא בכלל איש דת, לא איש שטח""","""חיסלנו אלפי מחבלים, כולל את נסראללה עצמו, את היורש של נסראללה, ואת היורש של היורש של נסראללה"", אמר ראש הממשלה בנימין נתניהו בסרטון שהפך ויראלי כשהודיע על חיסולו הרשמי של האשם ספי א-דין, מי שסומן כיורש של מנהיג חיזבאללה חסן נסראללה. כך, כיסאו של מזכ""ל חיזבאללה, נותר ריק במשך כמעט חודש: ככל הנראה, אף אחד לא רצה להיות הבא בתור ברשימת החיסולים של צה""ל. אף אחד, עד הבוקר (ג'), כאשר ארגון הטרור בלבנון הודיע כי נעים קאסם מונה למזכ""ל."
157428,https://www.makorrishon.co.il/tag/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%99%D7%99%D7%9B%D7%9C%D7%A8/,תגית: ישראל אייכלר,,"בקואליציה הבינו שהטבות לחינוך החרדי יכולות להחליף את חוק הגיוס המקרטע, והם מנצלים את הלחץ לקראת התקציב כדי לקדם קומבינות ..."
157437,https://www.makorrishon.co.il/,Makor_Rishon_logo,הכי חמים,"אולי צודקים הטוענים שאי אפשר להביא בכפייה חרדים לצה""ל, אבל הגיע הזמן להודות שגם גישת ההידברות, הפשרות והציפייה לתהליכים לא עבדה עד היום"
157579,https://www.makorrishon.co.il/news/826868/,"""ציר מורג"": מאמץ לנתק את חמאס מאזור ההברחות בגבול מצרים","""הכשרת ציר מורג תגרור פינוי של האוכלוסייה וניקוי תשתיות הטרור. כך למעשה ייווצר אזור חיץ סטרילי בין הגבול לים באורך של 12 קילומטרים וברוחב של ארבעה קילומטרים, שטח שמהווה כ־15 אחוז מרצועת עזה"", אומר הפרשן בן-ציון מקלס","הפעולות הנרחבות של כוחות צה""ל השבוע ברצועת עזה, במסגרת מבצע עוז וחרב, חיזקו את אחיזתו בשטח, וסללו את הדרך לקראת המשך הפעילות ברצועה."
